bet_type,tie_rule,open_time,close_time,p1_dg_id,p2_dg_id,p3_dg_id,p1_player_name,p2_player_name,p3_player_name,p1_open,p1_close,p2_open,p2_close,p3_open,p3_close,p1_outcome,p2_outcome,p3_outcome,p1_outcome_text,p2_outcome_text,p3_outcome_text,book,event_completed,event_name,season,year,event_id,odds,round_num,tour_p1,dg_id_p1,fin_text_p1,course_name_p1,course_num_p1,course_par_p1,start_hole_p1,teetime_p1,round_score_p1,sg_putt_p1,sg_arg_p1,sg_app_p1,sg_ott_p1,sg_t2g_p1,sg_total_p1,driving_dist_p1,driving_acc_p1,gir_p1,scrambling_p1,prox_rgh_p1,prox_fw_p1,great_shots_p1,poor_shots_p1,eagles_or_better_p1,birdies_p1,pars_p1,bogies_p1,doubles_or_worse_p1,dg_id_p2,fin_text_p2,teetime_p2,round_score_p2,sg_putt_p2,sg_arg_p2,sg_app_p2,sg_ott_p2,sg_t2g_p2,sg_total_p2,driving_dist_p2,driving_acc_p2,gir_p2,scrambling_p2,prox_rgh_p2,prox_fw_p2,great_shots_p2,poor_shots_p2,eagles_or_better_p2,birdies_p2,pars_p2,bogies_p2,doubles_or_worse_p2,dg_id_p3,fin_text_p3,teetime_p3,round_score_p3,sg_putt_p3,sg_arg_p3,sg_app_p3,sg_ott_p3,sg_t2g_p3,sg_total_p3,driving_dist_p3,driving_acc_p3,gir_p3,scrambling_p3,prox_rgh_p3,prox_fw_p3,great_shots_p3,poor_shots_p3,eagles_or_better_p3,birdies_p3,pars_p3,bogies_p3,doubles_or_worse_p3,wx_lat,wx_lon,wx_date_from_close,wx_teetime,wx_temp,wx_feelslike,wx_humidity,wx_dew,wx_precip,wx_precipprob,wx_preciptype,wx_windspeed,wx_windgust,wx_winddir,wx_pressure,wx_visibility,wx_cloudcover,wx_conditions,wx_icon,wx_datetime_hour,wx_datetimeEpoch
R2 3-Ball,Ties settled by dead-heat rules,24JUL25:21:30:00,25JUL25:09:30:00,6252.0,18474.0,21756.0,"baddeley, aaron","smalley, alex","cole, eric",4.5,4.5,2.05,2.05,2.5,2.5,0.0,0.0,1.0,loss,loss,win,draftkings,2025-07-27,3M Open,2025,2025,525,,2.0,pga,6252.0,CUT,TPC Twin Cities,883.0,71.0,10.0,13:38:00.000,73.0,-0.461,-0.604,-1.931,-0.882,-3.417,-3.877,278.7,0.5,0.611,0.4,57.943,27.277,2.0,4.0,0.0,3.0,11.0,3.0,1.0,18474.0,T44,13:38:00.000,66.0,-0.55,1.047,1.611,1.014,3.672,3.123,300.1,0.786,0.722,0.8,100.318,22.905,7.0,6.0,1.0,7.0,8.0,0.0,2.0,21756.0,CUT,13:38:00.000,65.0,2.567,-1.432,1.8,1.187,1.555,4.123,298.9,0.643,0.778,0.571,33.369,25.967,4.0,1.0,0.0,8.0,8.0,2.0,0.0,45.1772759150365,-93.21330371989598,2025-07-25,13:38:00,84.0,85.5,51.69,64.4,0.0,0.0,,6.0,15.2,131.0,1016.8,5.0,6.1,Clear,clear-day,14:00:00,1753470000.0
R2 3-Ball,Ties settled by dead-heat rules,24JUL25:21:30:00,25JUL25:07:30:00,20722.0,23504.0,25003.0,"schmid, matti","hoey, rico","walker, danny",2.6,2.6,2.3,2.3,3.5,3.5,0.0,1.0,0.0,loss,win,loss,draftkings,2025-07-27,3M Open,2025,2025,525,,2.0,pga,20722.0,T61,TPC Twin Cities,883.0,71.0,1.0,6:45:00.000,68.0,0.015,-1.129,1.843,0.393,1.107,1.123,302.0,0.571,0.833,0.4,64.316,20.886,2.0,3.0,0.0,6.0,9.0,3.0,0.0,23504.0,T57,6:45:00.000,65.0,1.651,-0.55,1.057,1.964,2.471,4.123,301.7,0.929,0.889,0.333,19.05,28.254,5.0,4.0,1.0,6.0,9.0,2.0,0.0,25003.0,CUT,6:45:00.000,73.0,0.896,-2.132,-2.791,0.149,-4.774,-3.877,297.3,0.571,0.667,0.429,15.92,31.912,3.0,7.0,0.0,6.0,7.0,4.0,1.0,45.1772759150365,-93.21330371989598,2025-07-25,06:45:00,64.4,64.4,99.67,64.3,0.0,0.0,,0.0,5.6,0.0,1017.9,2.5,0.0,Clear,clear-day,07:00:00,1753444800.0
R2 3-Ball,Ties settled by dead-heat rules,24JUL25:21:30:00,25JUL25:07:30:00,19872.0,19960.0,24304.0,"riley, davis","pavon, matthieu","vilips, karl",2.4,2.4,2.9,2.9,2.9,2.9,0.5,0.5,0.0,dead-heat: 1 for 2,dead-heat: 1 for 2,loss,draftkings,2025-07-27,3M Open,2025,2025,525,,2.0,pga,19872.0,CUT,TPC Twin Cities,883.0,71.0,1.0,7:51:00.000,68.0,2.291,0.684,-1.284,-0.569,-1.169,1.123,293.4,0.5,0.667,0.714,53.966,31.664,7.0,7.0,0.0,6.0,9.0,3.0,0.0,19960.0,T44,7:51:00.000,68.0,0.328,-0.517,0.876,0.435,0.794,1.123,287.4,0.643,0.833,0.75,28.451,26.14,3.0,2.0,1.0,2.0,14.0,1.0,0.0,24304.0,CUT,7:51:00.000,71.0,1.935,-1.242,-1.119,-1.452,-3.813,-1.877,286.6,0.643,0.611,0.833,59.62,34.087,1.0,6.0,0.0,3.0,13.0,1.0,1.0,45.1772759150365,-93.21330371989598,2025-07-25,07:51:00,71.4,71.4,98.7,71.1,0.0,0.0,,0.0,8.3,1.0,1018.2,3.1,0.2,Clear,clear-day,08:00:00,1753448400.0
R2 3-Ball,Ties settled by dead-heat rules,24JUL25:21:30:00,25JUL25:07:30:00,19865.0,20706.0,24342.0,"hardy, nick","wallace, matt","higgo, garrick",3.05,3.05,2.25,2.25,2.95,2.95,0.0,0.5,0.5,loss,dead-heat: 1 for 2,dead-heat: 1 for 2,draftkings,2025-07-27,3M Open,2025,2025,525,,2.0,pga,19865.0,T28,TPC Twin Cities,883.0,71.0,1.0,7:18:00.000,70.0,-0.997,-0.301,2.592,-2.172,0.119,-0.877,291.7,0.643,0.889,0.0,49.392,24.693,4.0,7.0,0.0,4.0,12.0,1.0,1.0,20706.0,T3,7:18:00.000,67.0,1.468,0.693,-0.631,0.592,0.654,2.123,294.4,0.643,0.778,0.6,31.424,32.722,3.0,1.0,1.0,4.0,11.0,2.0,0.0,24342.0,T39,7:18:00.000,67.0,1.331,0.526,1.164,-0.899,0.791,2.123,300.3,0.571,0.889,0.667,31.971,22.349,7.0,4.0,0.0,8.0,8.0,0.0,2.0,45.1772759150365,-93.21330371989598,2025-07-25,07:18:00,64.4,64.4,99.67,64.3,0.0,0.0,,0.0,5.6,0.0,1017.9,2.5,0.0,Clear,clear-day,07:00:00,1753444800.0
R2 3-Ball,Ties settled by dead-heat rules,24JUL25:21:30:00,25JUL25:09:30:00,19840.0,22760.0,26649.0,"ramey, chad","hisatsune, ryo","thorbjornsen, michael",2.95,3.0,2.85,2.8,2.35,2.4,0.3333333333,0.3333333333,0.3333333333,dead-heat: 1 for 3,dead-heat: 1 for 3,dead-heat: 1 for 3,draftkings,2025-07-27,3M Open,2025,2025,525,,2.0,pga,19840.0,T28,TPC Twin Cities,883.0,71.0,1.0,13:38:00.000,69.0,0.072,0.995,-0.207,-0.738,0.05,0.123,286.3,0.643,0.722,0.875,34.46,30.314,3.0,3.0,0.0,4.0,12.0,2.0,0.0,22760.0,CUT,13:38:00.000,69.0,-2.271,-0.795,2.158,1.03,2.393,0.123,294.7,0.786,0.833,0.0,114.784,22.582,5.0,6.0,0.0,6.0,9.0,2.0,1.0,26649.0,CUT,13:38:00.000,69.0,1.042,0.347,-0.239,-1.028,-0.92,0.123,289.9,0.5,0.667,0.875,39.336,34.393,1.0,3.0,1.0,2.0,13.0,2.0,0.0,45.1772759150365,-93.21330371989598,2025-07-25,13:38:00,84.0,85.5,51.69,64.4,0.0,0.0,,6.0,15.2,131.0,1016.8,5.0,6.1,Clear,clear-day,14:00:00,1753470000.0
R2 3-Ball,Ties settled by dead-heat rules,24JUL25:21:30:00,25JUL25:07:30:00,19396.0,26096.0,29770.0,"knapp, jake","bhatia, akshay","mouw, william",2.4,2.4,2.4,2.4,3.55,3.55,1.0,0.0,0.0,win,loss,loss,draftkings,2025-07-27,3M Open,2025,2025,525,,2.0,pga,19396.0,T3,TPC Twin Cities,883.0,71.0,10.0,7:40:00.000,65.0,0.546,0.773,1.495,1.308,3.576,4.123,299.4,0.786,0.944,1.0,30.981,19.883,5.0,3.0,0.0,6.0,12.0,0.0,0.0,26096.0,T25,7:40:00.000,66.0,1.492,0.297,1.382,-0.049,1.63,3.123,296.0,0.571,0.833,1.0,109.609,23.358,4.0,1.0,0.0,6.0,11.0,1.0,0.0,29770.0,T7,7:40:00.000,66.0,0.494,-0.014,1.553,1.089,2.628,3.123,288.7,0.857,0.778,0.833,12.353,33.587,5.0,3.0,0.0,6.0,11.0,1.0,0.0,45.1772759150365,-93.21330371989598,2025-07-25,07:40:00,71.4,71.4,98.7,71.1,0.0,0.0,,0.0,8.3,1.0,1018.2,3.1,0.2,Clear,clear-day,08:00:00,1753448400.0
R2 3-Ball,Ties settled by dead-heat rules,24JUL25:21:30:00,25JUL25:07:30:00,6430.0,23604.0,27774.0,"scott, adam","clark, wyndham","gotterup, chris",3.1,3.1,2.7,2.7,2.4,2.4,0.0,1.0,0.0,loss,win,loss,draftkings,2025-07-27,3M Open,2025,2025,525,,2.0,pga,6430.0,T53,TPC Twin Cities,883.0,71.0,10.0,7:18:00.000,67.0,1.073,-1.032,0.627,1.454,1.049,2.123,296.1,0.786,0.778,0.5,52.868,28.899,5.0,2.0,1.0,5.0,9.0,3.0,0.0,23604.0,T12,7:18:00.000,65.0,0.162,0.353,3.626,-0.019,3.96,4.123,298.9,0.5,0.889,1.0,71.097,15.697,5.0,2.0,1.0,5.0,11.0,1.0,0.0,27774.0,T10,7:18:00.000,69.0,-1.845,1.959,-1.647,1.655,1.967,0.123,306.1,0.714,0.667,0.75,87.357,29.362,5.0,4.0,0.0,4.0,12.0,2.0,0.0,45.1772759150365,-93.21330371989598,2025-07-25,07:18:00,64.4,64.4,99.67,64.3,0.0,0.0,,0.0,5.6,0.0,1017.9,2.5,0.0,Clear,clear-day,07:00:00,1753444800.0
R2 3-Ball,Ties settled by dead-heat rules,24JUL25:21:30:00,25JUL25:07:30:00,17723.0,18761.0,25002.0,"lower, justin","mullinax, trey","wu, dylan",2.65,2.65,2.85,2.85,2.6,2.6,0.0,1.0,0.0,loss,win,loss,draftkings,2025-07-27,3M Open,2025,2025,525,,2.0,pga,17723.0,CUT,TPC Twin Cities,883.0,71.0,1.0,7:07:00.000,72.0,1.275,-0.268,-2.977,-0.908,-4.153,-2.877,275.4,0.643,0.556,0.833,61.936,27.038,4.0,4.0,0.0,4.0,9.0,5.0,0.0,18761.0,CUT,7:07:00.000,67.0,0.791,-0.423,1.895,-0.141,1.331,2.123,305.9,0.357,0.778,0.667,79.402,22.331,7.0,2.0,0.0,5.0,12.0,1.0,0.0,25002.0,DQ,7:07:00.000,71.0,0.476,-0.856,0.869,-2.367,-2.354,-1.877,288.4,0.571,0.722,0.2,22.806,33.45,4.0,4.0,0.0,6.0,7.0,4.0,1.0,45.1772759150365,-93.21330371989598,2025-07-25,07:07:00,64.4,64.4,99.67,64.3,0.0,0.0,,0.0,5.6,0.0,1017.9,2.5,0.0,Clear,clear-day,07:00:00,1753444800.0
R2 3-Ball,Ties settled by dead-heat rules,24JUL25:21:30:00,25JUL25:09:30:00,17538.0,18634.0,23014.0,"homa, max","mcnealy, maverick","theegala, sahith",2.75,2.8,2.2,2.2,3.35,3.4,0.5,0.0,0.5,dead-heat: 1 for 2,loss,dead-heat: 1 for 2,draftkings,2025-07-27,3M Open,2025,2025,525,,2.0,pga,17538.0,T39,TPC Twin Cities,883.0,71.0,1.0,12:43:00.000,68.0,0.219,0.441,-0.838,1.3,0.903,1.123,297.2,0.786,0.778,0.8,82.225,25.065,2.0,4.0,0.0,5.0,11.0,2.0,0.0,18634.0,CUT,12:43:00.000,71.0,-2.583,-0.524,-0.447,1.676,0.705,-1.877,297.3,0.857,0.722,0.2,76.907,27.119,3.0,5.0,0.0,4.0,10.0,4.0,0.0,23014.0,CUT,12:43:00.000,68.0,1.695,0.401,-0.929,-0.045,-0.573,1.123,285.7,0.571,0.556,0.625,22.053,26.076,7.0,6.0,0.0,7.0,7.0,4.0,0.0,45.1772759150365,-93.21330371989598,2025-07-25,12:43:00,83.0,84.5,53.12,64.2,0.0,0.0,,6.6,15.7,140.0,1016.6,5.4,2.6,Clear,clear-day,13:00:00,1753466400.0
R2 3-Ball,Ties settled by dead-heat rules,24JUL25:21:30:00,25JUL25:09:30:00,17488.0,17550.0,24766.0,"im, sungjae","van rooyen, erik","kim, tom",2.35,2.4,3.05,3.1,2.75,2.75,0.0,0.5,0.5,loss,dead-heat: 1 for 2,dead-heat: 1 for 2,draftkings,2025-07-27,3M Open,2025,2025,525,,2.0,pga,17488.0,CUT,TPC Twin Cities,883.0,71.0,1.0,13:05:00.000,71.0,0.135,0.475,-2.985,0.497,-2.013,-1.877,293.8,0.643,0.611,0.571,65.641,32.913,1.0,4.0,0.0,3.0,12.0,3.0,0.0,17550.0,CUT,13:05:00.000,68.0,2.421,-2.055,0.582,0.174,-1.299,1.123,303.7,0.643,0.778,0.4,51.375,28.74,5.0,2.0,0.0,5.0,11.0,2.0,0.0,24766.0,T28,13:05:00.000,68.0,-1.183,1.555,1.929,-1.179,2.305,1.123,287.4,0.714,0.722,0.667,22.699,29.403,4.0,5.0,1.0,4.0,10.0,3.0,0.0,45.1772759150365,-93.21330371989598,2025-07-25,13:05:00,83.0,84.5,53.12,64.2,0.0,0.0,,6.6,15.7,140.0,1016.6,5.4,2.6,Clear,clear-day,13:00:00,1753466400.0
R2 3-Ball,Ties settled by dead-heat rules,24JUL25:21:30:00,25JUL25:07:30:00,16715.0,23505.0,24550.0,"ryder, sam","mcgreevy, max","ghim, doug",2.9,2.9,2.7,2.7,2.6,2.6,1.0,0.0,0.0,win,loss,loss,draftkings,2025-07-27,3M Open,2025,2025,525,,2.0,pga,16715.0,T68,TPC Twin Cities,883.0,71.0,10.0,8:02:00.000,64.0,2.485,0.46,3.469,-1.292,2.637,5.123,291.1,0.357,0.833,0.8,48.734,18.846,7.0,3.0,0.0,8.0,9.0,1.0,0.0,23505.0,CUT,8:02:00.000,70.0,-0.365,0.499,-0.376,-0.636,-0.513,-0.877,287.0,0.571,0.722,0.667,47.289,30.134,4.0,4.0,0.0,5.0,9.0,4.0,0.0,24550.0,CUT,8:02:00.000,70.0,-3.672,2.221,0.935,-0.362,2.794,-0.877,286.2,0.714,0.778,0.75,32.065,29.776,4.0,6.0,0.0,3.0,13.0,2.0,0.0,45.1772759150365,-93.21330371989598,2025-07-25,08:02:00,71.4,71.4,98.7,71.1,0.0,0.0,,0.0,8.3,1.0,1018.2,3.1,0.2,Clear,clear-day,08:00:00,1753448400.0
R2 3-Ball,Ties settled by dead-heat rules,24JUL25:21:30:00,25JUL25:09:30:00,16283.0,25569.0,28159.0,"rodgers, patrick","stevens, sam","meissner, mac",2.75,2.75,2.3,2.3,3.3,3.3,0.0,0.0,1.0,loss,loss,win,draftkings,2025-07-27,3M Open,2025,2025,525,,2.0,pga,16283.0,CUT,TPC Twin Cities,883.0,71.0,10.0,12:32:00.000,71.0,-2.848,0.111,1.028,-0.169,0.97,-1.877,293.2,0.5,0.833,0.5,25.886,25.25,6.0,2.0,0.0,3.0,12.0,3.0,0.0,25569.0,2,12:32:00.000,68.0,3.073,-0.353,0.179,-1.777,-1.951,1.123,299.5,0.357,0.667,0.8,55.523,27.86,5.0,1.0,0.0,5.0,11.0,2.0,0.0,28159.0,T14,12:32:00.000,67.0,-0.386,1.054,0.415,1.039,2.508,2.123,291.9,0.786,0.722,0.75,70.031,25.703,5.0,3.0,0.0,7.0,8.0,3.0,0.0,45.1772759150365,-93.21330371989598,2025-07-25,12:32:00,83.0,84.5,53.12,64.2,0.0,0.0,,6.6,15.7,140.0,1016.6,5.4,2.6,Clear,clear-day,13:00:00,1753466400.0
R2 3-Ball,Ties settled by dead-heat rules,24JUL25:21:30:00,25JUL25:07:30:00,15556.0,17786.0,28635.0,"hughes, mackenzie","davis, cam","mccarty, matt",2.6,2.6,3.25,3.25,2.4,2.4,0.0,0.0,1.0,loss,loss,win,draftkings,2025-07-27,3M Open,2025,2025,525,,2.0,pga,15556.0,T53,TPC Twin Cities,883.0,71.0,1.0,7:29:00.000,71.0,-1.773,0.53,-0.661,0.026,-0.105,-1.877,291.6,0.5,0.667,0.667,46.623,30.002,3.0,5.0,1.0,1.0,13.0,3.0,0.0,17786.0,CUT,7:29:00.000,72.0,0.111,-0.357,-1.581,-1.051,-2.989,-2.877,298.1,0.5,0.5,0.667,29.236,39.359,3.0,6.0,0.0,4.0,9.0,5.0,0.0,28635.0,T68,7:29:00.000,70.0,-1.658,-0.484,1.173,0.091,0.78,-0.877,288.5,0.429,0.778,0.75,14.762,25.941,2.0,3.0,0.0,3.0,13.0,2.0,0.0,45.1772759150365,-93.21330371989598,2025-07-25,07:29:00,64.4,64.4,99.67,64.3,0.0,0.0,,0.0,5.6,0.0,1017.9,2.5,0.0,Clear,clear-day,07:00:00,1753444800.0
R2 3-Ball,Ties settled by dead-heat rules,24JUL25:21:30:00,25JUL25:09:30:00,15470.0,23465.0,27164.0,"hossler, beau","greyserman, max","phillips, chandler",3.0,2.9,2.1,2.05,3.4,3.55,0.0,1.0,0.0,loss,win,loss,draftkings,2025-07-27,3M Open,2025,2025,525,,2.0,pga,15470.0,CUT,TPC Twin Cities,883.0,71.0,1.0,12:32:00.000,71.0,0.632,0.056,-4.019,1.453,-2.51,-1.877,297.9,0.714,0.667,0.429,57.278,33.355,5.0,4.0,0.0,6.0,8.0,2.0,2.0,23465.0,CUT,12:32:00.000,70.0,-0.498,1.168,-1.393,-0.155,-0.38,-0.877,301.9,0.5,0.667,0.667,80.737,29.634,3.0,3.0,0.0,4.0,11.0,3.0,0.0,27164.0,CUT,12:32:00.000,72.0,-2.244,-0.384,2.967,-3.217,-0.634,-2.877,287.1,0.286,0.778,0.333,43.054,21.476,2.0,6.0,0.0,2.0,14.0,1.0,1.0,45.1772759150365,-93.21330371989598,2025-07-25,12:32:00,83.0,84.5,53.12,64.2,0.0,0.0,,6.6,15.7,140.0,1016.6,5.4,2.6,Clear,clear-day,13:00:00,1753466400.0
R2 3-Ball,Ties settled by dead-heat rules,24JUL25:21:30:00,25JUL25:09:30:00,17639.0,18105.0,31212.0,"blair, zac","lawrence, thriston","chandler, will",2.75,2.75,2.15,2.15,3.45,3.45,1.0,0.0,0.0,win,loss,loss,draftkings,2025-07-27,3M Open,2025,2025,525,,2.0,pga,17639.0,T44,TPC Twin Cities,883.0,71.0,1.0,8:57:00.000,72.0,-1.056,0.534,-0.472,-1.884,-1.822,-2.877,282.3,0.643,0.722,0.833,101.725,31.625,3.0,5.0,0.0,4.0,10.0,3.0,1.0,18105.0,CUT,8:57:00.000,75.0,-2.616,-1.605,-2.069,0.412,-3.262,-5.877,293.7,0.643,0.556,0.556,45.147,32.707,1.0,6.0,0.0,2.0,11.0,4.0,1.0,31212.0,CUT,8:57:00.000,81.0,0.647,-1.272,-7.155,-4.098,-12.525,-11.877,290.4,0.214,0.444,0.556,61.099,69.652,0.0,12.0,0.0,3.0,9.0,2.0,4.0,45.1772759150365,-93.21330371989598,2025-07-25,08:57:00,74.7,74.7,76.25,66.8,0.0,0.0,,5.8,9.8,152.0,1017.7,3.5,2.6,Clear,clear-day,09:00:00,1753452000.0
R2 3-Ball,Ties settled by dead-heat rules,24JUL25:21:30:00,25JUL25:09:30:00,15330.0,23482.0,23542.0,"griffin, lanto","sigg, greyson","champ, cameron",3.25,3.2,3.0,3.0,2.15,2.2,0.0,0.0,1.0,loss,loss,win,draftkings,2025-07-27,3M Open,2025,2025,525,,2.0,pga,15330.0,CUT,TPC Twin Cities,883.0,71.0,1.0,12:21:00.000,71.0,-1.237,-0.394,0.343,-0.59,-0.641,-1.877,292.1,0.643,0.722,0.4,36.166,38.179,3.0,5.0,0.0,4.0,10.0,4.0,0.0,23482.0,T39,12:21:00.000,69.0,-0.713,1.233,-0.725,0.327,0.835,0.123,290.9,0.714,0.611,0.625,50.852,34.741,4.0,2.0,0.0,5.0,10.0,3.0,0.0,23542.0,T28,12:21:00.000,68.0,-0.621,0.116,-0.095,1.722,1.743,1.123,298.1,0.786,0.778,1.0,102.428,26.377,4.0,1.0,0.0,4.0,13.0,1.0,0.0,45.1772759150365,-93.21330371989598,2025-07-25,12:21:00,82.1,83.8,55.62,64.7,0.0,0.0,,7.3,15.2,159.0,1017.2,5.1,2.6,Clear,clear-day,12:00:00,1753462800.0
R2 3-Ball,Ties settled by dead-heat rules,24JUL25:21:30:00,25JUL25:09:30:00,6986.0,7960.0,12808.0,"johnson, zach","list, luke","grillo, emiliano",3.2,3.2,3.1,3.1,2.15,2.15,0.3333333333,0.3333333333,0.3333333333,dead-heat: 1 for 3,dead-heat: 1 for 3,dead-heat: 1 for 3,draftkings,2025-07-27,3M Open,2025,2025,525,,2.0,pga,6986.0,CUT,TPC Twin Cities,883.0,71.0,10.0,13:27:00.000,67.0,0.461,-0.452,3.204,-1.091,1.661,2.123,279.4,0.786,0.778,0.6,25.15,21.618,5.0,4.0,0.0,6.0,10.0,2.0,0.0,7960.0,CUT,13:27:00.000,67.0,-0.773,1.118,0.27,1.507,2.895,2.123,304.3,0.571,0.778,0.667,49.452,33.481,3.0,1.0,0.0,6.0,10.0,2.0,0.0,12808.0,T20,13:27:00.000,67.0,2.951,-1.74,-0.839,1.75,-0.829,2.123,294.6,0.857,0.778,0.8,44.764,38.052,4.0,2.0,0.0,5.0,12.0,1.0,0.0,45.1772759150365,-93.21330371989598,2025-07-25,13:27:00,83.0,84.5,53.12,64.2,0.0,0.0,,6.6,15.7,140.0,1016.6,5.4,2.6,Clear,clear-day,13:00:00,1753466400.0
R2 3-Ball,Ties settled by dead-heat rules,24JUL25:21:30:00,25JUL25:07:30:00,8820.0,26653.0,28469.0,"snedeker, brandt","eckroat, austin","highsmith, joe",3.0,3.2,2.3,2.2,3.0,2.85,0.0,1.0,0.0,loss,win,loss,draftkings,2025-07-27,3M Open,2025,2025,525,,2.0,pga,8820.0,CUT,TPC Twin Cities,883.0,71.0,1.0,7:40:00.000,66.0,2.258,-0.423,1.125,0.162,0.864,3.123,279.9,0.714,0.722,0.8,22.036,28.447,3.0,2.0,1.0,4.0,12.0,1.0,0.0,26653.0,T39,7:40:00.000,65.0,0.155,-0.397,3.236,1.128,3.967,4.123,297.1,0.714,0.889,0.5,25.238,22.235,3.0,1.0,1.0,5.0,11.0,1.0,0.0,28469.0,CUT,7:40:00.000,67.0,-1.063,0.576,2.609,0.0,3.185,2.123,297.0,0.643,0.833,1.0,27.409,25.136,3.0,3.0,0.0,5.0,12.0,1.0,0.0,45.1772759150365,-93.21330371989598,2025-07-25,07:40:00,71.4,71.4,98.7,71.1,0.0,0.0,,0.0,8.3,1.0,1018.2,3.1,0.2,Clear,clear-day,08:00:00,1753448400.0
R2 3-Ball,Ties settled by dead-heat rules,24JUL25:21:30:00,25JUL25:09:30:00,10419.0,12920.0,14140.0,"noren, alex","willett, danny","higgs, harry",2.15,2.1,3.2,3.2,3.1,3.1,1.0,0.0,0.0,win,loss,loss,draftkings,2025-07-27,3M Open,2025,2025,525,,2.0,pga,10419.0,T7,TPC Twin Cities,883.0,71.0,10.0,12:21:00.000,62.0,4.76,0.987,-0.332,1.707,2.362,7.123,297.4,0.786,0.722,0.75,78.173,31.099,6.0,1.0,1.0,9.0,6.0,2.0,0.0,12920.0,CUT,12:21:00.000,72.0,-0.936,0.605,-3.452,0.905,-1.942,-2.877,292.6,0.643,0.667,0.6,78.127,35.735,5.0,4.0,0.0,3.0,12.0,2.0,1.0,14140.0,T25,12:21:00.000,67.0,2.105,-0.218,-0.598,0.833,0.017,2.123,297.4,0.643,0.833,1.0,54.877,31.332,5.0,2.0,0.0,5.0,12.0,1.0,0.0,45.1772759150365,-93.21330371989598,2025-07-25,12:21:00,82.1,83.8,55.62,64.7,0.0,0.0,,7.3,15.2,159.0,1017.2,5.1,2.6,Clear,clear-day,12:00:00,1753462800.0
R2 3-Ball,Ties settled by dead-heat rules,24JUL25:21:30:00,25JUL25:07:30:00,7820.0,13367.0,14698.0,"palmer, ryan","merritt, troy","bramlett, joseph",3.55,3.7,3.0,2.9,2.0,2.0,0.0,0.0,1.0,loss,loss,win,draftkings,2025-07-27,3M Open,2025,2025,525,,2.0,pga,7820.0,CUT,TPC Twin Cities,883.0,71.0,1.0,6:56:00.000,72.0,-1.646,-0.19,-1.766,0.724,-1.232,-2.877,287.8,0.857,0.722,0.4,64.012,36.596,4.0,7.0,0.0,3.0,12.0,2.0,1.0,13367.0,T44,6:56:00.000,68.0,1.978,-0.142,-1.111,0.397,-0.856,1.123,287.7,0.643,0.722,0.5,49.218,50.224,3.0,2.0,0.0,6.0,9.0,3.0,0.0,14698.0,T44,6:56:00.000,67.0,2.563,-0.096,0.125,-0.47,-0.441,2.123,300.2,0.571,0.722,0.6,53.854,32.606,6.0,3.0,1.0,4.0,11.0,2.0,0.0,45.1772759150365,-93.21330371989598,2025-07-25,06:56:00,64.4,64.4,99.67,64.3,0.0,0.0,,0.0,5.6,0.0,1017.9,2.5,0.0,Clear,clear-day,07:00:00,1753444800.0
R2 3-Ball,Ties settled by dead-heat rules,24JUL25:21:30:00,25JUL25:09:30:00,9171.0,10104.0,14459.0,"villegas, camilo","power, seamus","an, byeong hun",3.75,3.75,2.6,2.6,2.15,2.15,0.0,1.0,0.0,loss,win,loss,draftkings,2025-07-27,3M Open,2025,2025,525,,2.0,pga,9171.0,T53,TPC Twin Cities,883.0,71.0,10.0,12:43:00.000,69.0,-1.383,0.375,1.525,-0.395,1.505,0.123,289.7,0.571,0.778,0.6,41.94,24.499,3.0,1.0,1.0,2.0,14.0,0.0,1.0,10104.0,T28,12:43:00.000,66.0,0.062,-0.638,4.165,-0.467,3.06,3.123,287.8,0.643,0.833,0.4,18.608,24.744,8.0,6.0,2.0,4.0,10.0,1.0,1.0,14459.0,CUT,12:43:00.000,70.0,-1.382,0.249,-1.388,1.643,0.504,-0.877,308.5,0.714,0.722,0.6,30.61,38.236,3.0,5.0,0.0,4.0,11.0,3.0,0.0,45.1772759150365,-93.21330371989598,2025-07-25,12:43:00,83.0,84.5,53.12,64.2,0.0,0.0,,6.6,15.7,140.0,1016.6,5.4,2.6,Clear,clear-day,13:00:00,1753466400.0
R2 3-Ball,Ties settled by dead-heat rules,24JUL25:21:30:00,25JUL25:09:30:00,14926.0,17881.0,19477.0,"malnati, peter","yu, kevin","schenk, adam",3.8,3.95,1.95,1.91,3.0,2.95,0.5,0.5,0.0,dead-heat: 1 for 2,dead-heat: 1 for 2,loss,draftkings,2025-07-27,3M Open,2025,2025,525,,2.0,pga,14926.0,CUT,TPC Twin Cities,883.0,71.0,10.0,13:05:00.000,66.0,3.728,-0.598,0.365,-0.373,-0.606,3.123,304.6,0.429,0.667,0.833,96.214,22.827,2.0,0.0,0.0,7.0,9.0,2.0,0.0,17881.0,CUT,13:05:00.000,66.0,1.436,-0.853,1.359,1.18,1.686,3.123,292.1,0.714,0.722,0.667,48.498,27.041,1.0,0.0,1.0,5.0,10.0,2.0,0.0,19477.0,CUT,13:05:00.000,77.0,-1.353,-1.545,-1.188,-3.792,-6.525,-7.877,298.8,0.571,0.556,0.571,34.035,27.272,1.0,9.0,0.0,3.0,9.0,3.0,3.0,45.1772759150365,-93.21330371989598,2025-07-25,13:05:00,83.0,84.5,53.12,64.2,0.0,0.0,,6.6,15.7,140.0,1016.6,5.4,2.6,Clear,clear-day,13:00:00,1753466400.0
